Stage Name,Full Name,Korean Name,Korean Stage Name,Date of Birth,Group,Country,Second Country,Height,Weight,Birthplace,Other Group,Former Group,Gender,Position,Instagram,Twitter
Meiqi,Meng Meiqi,멍메이치,미기,10/15/1998,Cosmic Girls,China,,164,0,Luoyang,,,F,,,
Mia,Son Hyunmi,손현미,미아,12/31/1997,MIXX,South Korea,,174,0,,,,F,,,
Mia,Han Eunji,한은지,미아,1/13/2000,Everglow,South Korea,,0,0,,,,F,,,
Mijoo,Lee Mijoo,이미주,미주,9/23/1994,Lovelyz,South Korea,,167,47,Okcheon,,,F,,,
Miko,Matsuda Miko,마츠다 미코,미코,10/28/1995,Honey Popcorn,Japan,,0,0,,,,F,,,
Mill,Lee Yongsoo,이용수,밀,3/30/1999,OnlyOneOf,South Korea,,0,0,,,,M,,,
Milo,Kim Minhak,김민학,마일로,8/20/1996,Romeo,South Korea,,0,0,,,,M,,,
Mimi,Jung Mimi,정미미,미미,1/1/1993,Gugudan,South Korea,,163,0,,,,F,,,
Mimi,Kim Mihyun,김미현,미미,5/1/1995,Oh My Girl,South Korea,,163,50,Jeju,,,F,,,
Min,Lee Minyoung,이민영,민,6/21/1991,miss A,South Korea,,161,0,Seoul,,,F,,therealminnn,
Min,Lee Mincheon,이민천,민,10/16/1997,We In The Zone,South Korea,,171,50,Seoul,,,M,,,
Mina,Kwon Mina,권민아,민아,9/21/1993,,South Korea,,159,43,Busan,,"AOA, AOA BLACK",F,,kvwowv,
Mina,Myoui Mina,묘이 미나,미나,3/24/1997,Twice,Japan,,163,0,San Antonio,,,F,,,
Mina,Kang Mina,강미나,미나,12/4/1999,Gugudan,South Korea,,162,48,Icheon,Gugudan Oguogu,I.O.I,F,,,
Minah,Bang Minah,방민아,민아,5/13/1993,Girl's Day,South Korea,,165,47,Incheon,,,F,,bbang_93,
Minchan,Hong Minchan,홍민찬,민찬,9/16/1998,Verivery,South Korea,,0,0,,,,M,,,
Mingi,Son Mingi,송민기,민기,8/9/1999,ATEEZ,South Korea,,183,0,,,,M,,,
Mingyu,Kim Mingyu,김민규,민규,4/6/1997,Seventeen,South Korea,,185,65,Anyang,,,M,,,
Minha,Park Minha,박민하,민하,6/27/1991,,South Korea,,172,47,Seoul,,9Muses,F,,blossomh_,
Minhee,Joo Minhee,주민희,민희,1/3/1993,Stellar,South Korea,,0,0,Seoul,,,F,,,
Minhee,Kang Minhee,강민희,민희,9/17/2002,X1,South Korea,,182,60,,,,M,,,
Minhee,Kang Minhee,강민희,민희,9/17/2002,CRAVITY,South Korea,,185,58,,,,M,,,
Minho,Choi Minho,최민호,민호,12/9/1991,SHINee,South Korea,,181,60,Incheon,,,M,,,
Minhwan,Choi Minhwan,최민환,민환,9/11/1992,FTISLAND,South Korea,,0,0,Seoul,,,M,Drummer,,
Minhyuk,Lee Minhyuk,이민혁,민혁,11/29/1990,BtoB,South Korea,,173,61,Seoul,,,M,,,
Minhyuk,Lee Minhyuk,이민혁,민혁,11/3/1993,MONSTA X,South Korea,,0,0,,,,M,,,
Minhyuk,Kang Minhyuk,강민혁,민혁,6/28/1991,CNBLUE,South Korea,,0,0,Ilsan,,,M,Drummer,,
Minhyuk,Kim Minhyuk,김민혁,민혁,11/6/1999,D-CRUNCH,South Korea,,0,0,,,,M,,,
Minhyun,Hwang Minhyun,황민현,민현,8/9/1995,NU'EST,South Korea,,0,0,Busan,NU'EST,Wanna One,M,,,
Mini,,,민이,6/12/2000,Purplebeck,South Korea,,168,47,,,,F,,,
Minjae,Seong Minjae,성민재,민재,12/18/1994,Sonamoo,South Korea,,165,0,Busan,,,F,Lead Vocalist,,SONAMOO_MinJae
Minjae,Shin Minjae,신민재,민재,8/13/1991,Tahiti,South Korea,,0,0,Busan,,,F,,,
Minjae,Jo Minjae,조민재,민재,8/8/1994,Spectrum,South Korea,,0,0,,,,M,,,
Minjae,Song Minjae,송민재,민재,8/23/2003,MCND,South Korea,,0,0,,,,M,,,
Minji,Kim Minji,김민지,민지,1/16/2001,Busters,South Korea,,0,0,,,,F,,,
Minjoo,Kim Minjoo,김민주,민주,2/5/2001,IZ*ONE,South Korea,,0,0,Seoul,,,F,,,
Minju,Kang Minjoo,강민주,민주,3/11/2001,GWSN,South Korea,,0,0,,,,F,,,
Minjung,Cha Minjung,차민정,민정,7/15/2004,,South Korea,,0,0,,,Busters,F,,,
Minkyung,Kang Minkyung,강민경,민경,8/3/1990,Davichi,South Korea,,0,0,Goyang,,,F,,,
Minnie,Nicha Yontararak,니차 욘타라락,민니,10/23/1997,(G)I-DLE,Thailand,,0,0,,,,F,,,
Mino,Song Minho,송민호,민호,3/30/1993,WINNER,South Korea,,0,0,Yongin,,,M,,,
Minpyo,Gook Minpyo,국민표,민표,11/15/1994,B.I.G,South Korea,,173,57,Gwangju,,,M,,,
Minsu,Park Minsu,김민수,민수,4/15/1993,Boys Republic,South Korea,,172,55,Gwangju,,,M,,,
Minsu,Kim Minsu,김민수,민수,3/20/2000,TOO,South Korea,,0,0,,,,M,,,
Minsung,Kim Minhwi,김민휘,민성,12/24/1996,Romeo,South Korea,,0,0,,,,M,,,
Minwoo,No Minwoo,노민우,민우,7/31/1995,Boyfriend,South Korea,,174,60,Anyang,,,M,,,
Minwoo,Ha Minwoo,하민우,민우,9/6/1990,ZE:A,South Korea,,0,0,Yangsan,,,M,,,
Minwoo,Seo Minwoo,서민우,민우,2/8/1985,100%,South Korea,,0,0,Daegu,,,M,,,
Minyoung,Kim Minyeong,김민영,민영,9/12/1990,Brave Girls,South Korea,,0,0,Seongnam,,,F,,,
Minzy,Kong Minji,공민지,민지,1/18/1994,2NE1,South Korea,,0,0,,,,F,,,
Mir,Bang Cheolyong,방철용,미르,3/10/1991,MBLAQ,South Korea,,0,0,Bukhamyeon,,,M,,,
Mir,Lee Yoonsang,이윤상,미르,3/6/2000,Astin,South Korea,,0,0,,,,M,,,
Mirae,Kim Kyungjoo,김경주,미래,3/26/1998,,South Korea,,0,0,,,Cherry Bullet,F,,,
Miryo,Jo Mihye,조미혜,미료,11/2/1981,Brown Eyed Girls,South Korea,,0,0,,,,F,,miryoakajohoney,
Miso,Park Miso,박미소,미소,4/4/1991,Tahiti,South Korea,,0,0,Gwangju,,,F,,,
Miso,Park Jihyun,박지현,미소,9/16/1996,P.O.P,South Korea,,0,0,Busan,,,F,,,
Miso,Jeon Jimin,전지민,미소,10/25/2000,Dreamnote,South Korea,,160,43,,,,F,,,
Miya,Miyauchi Haruka,미야우치 하루카,미야,5/26/1993,GWSN,Japan,,0,0,,,,F,,,
Miyeon,Jo Miyeon,조미연,미연,1/31/1997,(G)I-DLE,South Korea,,0,0,,,,F,,,
MJ,Kim Myungjun,김명준,엠제이,3/5/1994,ASTRO,South Korea,,0,0,Nowon,,,M,,,
MK,Park Minkyun,박민균,엠케이,11/16/1995,ONF,South Korea,,0,0,Ilsan,,,M,,,
Moko,Sakura Moko,사쿠라 모코,모코,3/19/1991,Honey Popcorn,Japan,,0,0,,,,F,,,
Momo,Hirai Momo,히라이 모모,모모,11/9/1996,Twice,Japan,,167,0,Kyoto,,,F,,,
Monika,Kang Yeh,강예,모니카,5/21/1991,BADKIZ,South Korea,,0,0,Seoul,,,F,,maygirl_nika,
Moon Bin,Moon Bin,문빈,문빈,1/26/1998,ASTRO,South Korea,,0,0,Cheongju,,,M,,,
Moonbyul,Moon Byulyi,문별이,문별,12/22/1992,Mamamoo,South Korea,,165,45,Bucheon,,,F,Main Rapper,,
Moonhee,Choi Moonhee,최문희,문희,4/15/1997,Bonus Baby,South Korea,,167,0,,,MyB,F,,,
Moonvok,Jang Moonvok,장문복,문복,4/11/1995,Limitless,South Korea,,168,48,,,,M,,,
Munik,Jang Moonik,장문익,문익,3/20/2001,Dongkiz,South Korea,,173,50,,,,M,,,
N,Cha Hakyeon,차학연,엔,6/30/1990,VIXX,South Korea,,180,65,Changwon,Big Byung,,M,,,
Nada,Yoon Yejin,윤예진,나다,5/24/1991,,South Korea,,0,0,,,Wassup,F,,,
Naeun,Son Naeun,손나은,나은,2/10/1994,Apink,South Korea,,168,0,Seoul,,,F,,marcella_the_naeun,
Naeun,Lee Naeun,이나은,나은,5/5/1999,APRIL,South Korea,,0,0,Daejeon,,,F,,,
Nahyun,Kim Nahyun,김나현,나현,12/9/1995,Sonamoo,South Korea,,170,0,Seoul,,,F,,,SONAMOO_Nahyun
Nako,Yabuki Nako,야부키 나코,나코,6/18/2001,IZ*ONE,Japan,,0,0,Tokyo,,,F,,,
Nakta,Shin Yooncheol,신윤철,낙타,4/24/1993,,South Korea,,0,0,Daegu,,Topp Dogg,M,,,
Nakyung,Lee Nakyung,이나경,나경,6/1/2000,fromis_9,South Korea,,159,42,Mungyeong,,,F,"Lead Vocalist, Rapper, Visual",,
Namjoo,Kim Namjoo,김남주,남주,4/15/1995,Apink,South Korea,,165,0,Seoul,,,F,,sarangdungy,
Nana,Im Jinah,임진아,나나,9/14/1991,After School,South Korea,,0,0,Cheongju,Orange Caramel,,F,,jin_a_nana,
Nancy,Nancy Mcdonie,낸시 맥다니,낸시,4/13/2000,MOMOLAND,South Korea,USA,162,45,Daegu,,,F,,,
Nara,Kwon Nara,권나라,나라,3/13/1991,Hello Venus,South Korea,,172,52,Seongnam,,,F,,hv_nara,
Narachan,Jung Hyunwoo,정현우,나라찬,9/23/1996,MONT,South Korea,,178,58,,,,M,,,
Narae,Park Narae,박나래,나래,2/23/1988,SPICA,South Korea,,0,0,Incheon,SPICA-S,,F,,,
Nari,Kim Nari,김나리,나리,10/5/1992,Wassup,South Korea,,0,0,,,,F,,,
Narsha,Park Hyojin,박효진,나르샤,12/28/1981,Brown Eyed Girls,South Korea,,0,0,,,,F,,narsha81,
Nayeon,Im Nayeon,임나연,나연,9/22/1995,Twice,South Korea,,163,0,Seoul,,,F,,,
Nayoon,Hwang Nayoon,황나윤,나윤,3/30/1999,Good Day,South Korea,,0,0,Seoul,,,F,,,
Nayoung,Kim Nayoung,김나영,나영,11/23/1995,Gugudan,South Korea,,169,50,,,,F,,,
Nayoung,Im Nayoung,임나영,나영,12/18/1995,Pristin,South Korea,,171,51,Chungcheongham,"I.O.I, Pristin V",,F,,,
Nayun,Kim Nayun,김나윤,나윤,7/31/1998,MOMOLAND,South Korea,,167,48,Seoul,,,F,,,
NC.A,Im Soeun,임소은,앤씨아,10/7/1996,UNI.T,South Korea,,0,0,Osan,,,F,,,
New,Choi Chanhee,최찬희,뉴,4/26/1998,The Boyz,South Korea,,175,51,Jeonju,,,M,,,
New Sun,Choi Yoonsun,최윤선,뉴썬,6/19/1997,Sonamoo,South Korea,,172,0,,,,F,Rapper,,SONAMOO_NewSun
Nichkhun,Nichkhun Horvejkul,닛차쿤 허라웻차꾼,닉쿤,6/24/1988,2PM,Thailand,USA,180,64,California,,,M,,,
Nicole,Nicole Jung,정니콜,니콜,10/7/1991,,South Korea,USA,0,0,Los Angeles,,KARA,F,,,
Niel,Ahn Daniel,안다니엘,니엘,8/16/1994,Teen Top,South Korea,,0,0,Anyang,,,M,,,
Nine,Jung Wookjin,정욱진,나인,12/13/1999,OnlyOneOf,South Korea,,0,0,,,,M,,,
Noeul,No Eul,노을,노을,5/10/1989,Rainbow,South Korea,,164,44,Jeonju,,,F,,,
O.V,Kim Sanchan,김상찬,오뷔,1/3/1999,D-CRUNCH,South Korea,,0,0,,,,M,,,
Olivia Hye,Son Hyeju,손혜주,올리비아 혜,11/13/2001,LOONA,South Korea,,0,0,,Loona yyxy,,F,,,
Onda,Jo Selim,조세림,온다,5/18/2000,Everglow,South Korea,,0,0,,,,F,,,
Onejunn,Jo Wonjun,조원준,원준,11/22/1988,Boys Republic,South Korea,,179,61,Changwon,,,M,,,
Onew,Lee Jinki,이진기,온유,12/14/1989,SHINee,South Korea,,177,61,Gwangmyeong,,,M,,,
P-Goon,Park Sehyuk,박세혁,피군,10/18/1991,,South Korea,,0,0,Seoul,,Topp Dogg,M,,,
P.O,Pyo Jihoon,표지훈,피오,2/2/1993,Block B,South Korea,,181,64,Seoul,Bastarz,,M,,,
Park Kyung,Park Kyung,박경,박경,7/8/1992,Block B,South Korea,,176,56,Seoul,,,M,,,
Peniel,Shin Donggeun,신동근,프니엘,3/10/1993,BtoB,South Korea,USA,175,63,Chicago,,,M,,,
PSY,Park Jaesang,박재상,싸이,12/31/1977,,South Korea,,0,0,Seoul,,,M,,,
Q,Ji Changmin,지창민,큐,11/5/1998,The Boyz,South Korea,,175,56,,,,M,,,
Qri,Lee Jihyun,이지현,큐리,12/12/1986,T-ara,South Korea,,162,44,Goyang,,,F,,qtfreet,
Rachel,Sung Nayeon,성나연,레이첼,8/28/2000,APRIL,South Korea,USA,0,0,,,,F,,,
Rain,Jung Jihoon,정지훈,비,6/25/1982,,South Korea,,0,0,Seosan,,,M,,,
Raina,Oh Hyerin,오혜린,레이나,5/7/1989,After School,South Korea,,0,0,Ulsan,Orange Caramel,,F,,raina_57,
Raon,Lee Seoyoung,이서영,라온,1/21/2000,ANS,South Korea,,0,0,,,,F,,,
Ravi,Kim Wonsik,김원식,라비,2/15/1993,VIXX,South Korea,,183,65,Seoul,VIXX LR,,M,,,
Ravn,Kim Yoongjo,김영조,레이븐,9/2/1995,Oneus,South Korea,,0,0,,,,M,,,
Raychan,Lee Heechan,이휘찬,레이찬,4/18/1996,Limitless,South Korea,,0,0,,,,M,,,
Red,Lee Heejin,이희진,빨강,7/10/1991,Pungdeng-E,South Korea,,163,0,Daegu,,,F,,,
Remi,Katsuno Rise,카츠노 리세,레미,4/26/2001,Cherry Bullet,Japan,,0,0,,,,F,,,
Ren,Choi Minki,최민기,렌,11/3/1995,NU'EST,South Korea,,0,0,Busan,NU'EST W,,M,,,
Rena,Kang Yebin,강예빈,레나,10/19/1998,Hinapia,South Korea,,162,49,,Pristin V,Pristin,F,,,
Renjun,Hwang Renjun,황런쥔,런쥔,3/23/2000,NCT,China,,0,0,Jilin,NCT Dream,,M,,,
Ricky,Yoo Changhyun,유창현,리키,2/27/1995,Teen Top,South Korea,,0,0,Seoul,,,M,,,
Rie,Lee Seungho,이성호,리에,11/6/1996,OnlyOneOf,South Korea,,0,0,,,,M,,,
Riho,Jin Seungwook,진승욱,리호,3/1/1998,VARSITY,South Korea,,178,59,Incheon,,,M,,,
Rina,Kang Soeun,강소은,리나,9/27/2001,Weki Meki,South Korea,,0,0,,,,F,,,
Rio,Son Gwanghyuk,손광혁,리오,7/16/1999,14U,South Korea,,0,0,,,,M,,,
RM,Kim Namjoon,김남준,알엠,9/12/1994,BTS,South Korea,,181,67,Ilsan,,,M,Leader,,
Roa,Kim Minkyung,김민경,로아,7/29/1997,Hinapia,South Korea,,172,49,,Pristin V,Pristin,F,,,
Rocky,Park Minhyuk,박민혁,라키,2/25/1999,ASTRO,South Korea,,0,0,Jinju,,,M,,,
Roda,Shin Joongmin,신중민,로다,9/19/1998,MONT,South Korea,,179,60,,,,M,,,
Roel,Kim Sunho,김선호,로엘,2/13/1997,ARGON,South Korea,,0,0,,,,M,,,
Rokhyun,Kim Rokhyun,김록현,록현,2/10/1991,100%,South Korea,,0,0,Suncheon,,,M,,,
Ron,Cheon Byeonghwa,천병화,론,1/22/1991,Bigflo,South Korea,,183,62,,,,M,,,
Rosé,Roseanne Park,로잔느 박,로제,2/11/1997,BLACKPINK,South Korea,,167,0,Auckland,,,F,,,
Rowoon,Kim Seokwoo,김석우,로운,8/7/1996,SF9,South Korea,,0,0,,,,M,,,
Royeon,Jeon Hyunjoo,전현주,로연,2/20/1998,ANS,South Korea,,0,0,,,,F,,,
Rubin,Lee Haejoon,이해준,루빈,8/16/1995,1TEAM,South Korea,,0,0,,,,M,,,
Rui,Watanabe Rui,와타나베 루이,루이,10/8/1994,H.U.B,Japan,,0,0,,,N-Bulance,F,,,
Ryeowook,Kim Ryeowook,김려욱,려욱,6/21/1987,Super Junior,South Korea,,175,58,Incheon,Super Junior-M,,M,,,
Ryujin,Shin Ryujin,신류진,류진,4/17/2001,ITZY,South Korea,,0,0,,,,F,,,
S.Coups,Choi Seungcheol,최승철,에스.쿱스,8/8/1995,Seventeen,South Korea,,177,63,Daegu,,,M,,,
Saebom,Kim Saerok,김새록,새봄,1/30/1997,NATURE,South Korea,,0,0,,,,F,,,
Saebom,Kim Seyoung,김세영,새봄,1/13/1995,Favorite,South Korea,,0,0,Gwacheon,,,F,,,
Saebyeok,Shim Jaeyoung,심재영,새벽,11/9/1996,Ho1iday,South Korea,,0,0,,,,F,,,
Saebyeol,Han Saebyeol,한새별,새별,5/23/1996,Matilda,South Korea,,0,168,,,,F,,,
Saerom,Lee Saerom,이새롬,새롬,1/7/1997,fromis_9,South Korea,,0,0,Gangwon,,,F,,,
Sakang,Jeon Sakang,정사강,사강,10/26/2002,TheEastLight,South Korea,,0,0,,,,M,,,
Sakura,Miyawaki Sakura,미야와키 사쿠라,사쿠라,3/19/1998,IZ*ONE,Japan,,0,0,Kagoshima,,,F,,,
Sally,Liu Xiening,류셰닝,샐리,10/23/1996,Gugudan,China,,0,0,Guangdong,,,F,,,
Samuel,Kim Samuel,김사무엘,사무엘,1/17/2002,,South Korea,USA,0,0,Los Angeles,,1PUNCH,M,,,
San,Choi San,최산,산,7/10/1999,ATEEZ,South Korea,,173,0,,,,M,,,
Sana,Minatozaki Sana,미나토자키 사나,사나,12/29/1996,Twice,Japan,,168,0,Osaka,,,F,,,
Sandeul,Lee Junghwan,이정환,산들,3/20/1992,B1A4,South Korea,,178,62,Busan,,,M,,,
Sanga,Lee Sanga,이상아,상아,8/5/1999,Pink Fantasy,South Korea,,165,0,,,,F,,,
Sangdo,Yoo Sangdo,유상도,상도,3/2/1993,Topp Dogg,South Korea,,0,0,Incheon,,,M,,,
Sangho,Jo Sangho,조상호,상호,2/10/1995,SNUPER,South Korea,,0,0,Changwon,,,M,,,
Sanghoon,Lee Sanghoon,이상훈,상훈,12/23/1993,,South Korea,,0,0,Cheongju,,100%,M,,,
Sangil,Shim Sangil,심상일,상일,5/1/1993,SNUPER,South Korea,,0,0,Seoul,,,M,,,
Sangmin,Kim Sangmin,김상민,상민,7/7/1992,CROSS GENE,South Korea,,178,67,Jinju,,,M,,,
Sangyeon,Lee Sangyeon,이상연,상연,11/4/1996,The Boyz,South Korea,,176,61,,,,M,,,
Sanha,Yoon Sanha,윤산하,산하,3/21/2000,ASTRO,South Korea,,0,0,Seoul,,,M,,,
Sea,Kim Sujeong,김수정,세아,12/5/1999,Highteen,South Korea,,0,0,,,,F,,,
Sebin,Jang Sebin,장세빈,세빈,4/24/1996,SNUPER,South Korea,,0,0,Pocheon,,,M,,,
Seea,Kang Eunyoung,강은영,시아,8/21/1994,Pink Fantasy,South Korea,,160,43,,,,F,,,
Sehun,Oh Sehun,오세훈,세훈,4/12/1994,EXO,South Korea,,181,63,Seoul,,,M,,,
Sehyung,Kang Sehyung,강세형,세형,12/13/1998,Berry Good,South Korea,,169,0,,,,F,,,
Sei,Lee Seojung,이서정,세이,1/7/2000,Weki Meki,South Korea,,0,0,,,,F,,,
Sejeong,Kim Sejeong,김세정,세정,8/28/1996,Gugudan,South Korea,,164,48,,,I.O.I,F,,,
Sejin,Lee Sejin,이세진,세진,7/22/1999,14U,South Korea,,0,0,,,,M,,,
Sejun,Lim Sejun,임세준,세준,5/4/1996,VICTON,South Korea,,0,0,,,,M,,,
Seline,Jung Yeonjeong,정연정,셀린,7/20/2000,Cignature,South Korea,,0,0,,,,F,,,
Semi,Gu Semi,구세미,세미,4/10/2002,Cignature,South Korea,,166,46,,,,F,,,
Semmi,Oh Heesun,오희선,세미,10/22/1995,Matilda,South Korea,,0,165,,,,F,,,
Seogoong,Park Hyunho,박현호,서궁,5/1/1992,,South Korea,,0,0,Seongnam,,Topp Dogg,M,,,
Seoham,Park Seoham,박서함,서함,10/28/1993,KNK,South Korea,,190,70,,,,M,"Main Rapper, Sub Vocal",,
Seoho,Lee Seoho,이서호,서호,7/7/1996,Oneus,South Korea,,0,0,,,,M,,,
Seohyun,Seo Joohyun,서주현 ,서현 ,6/28/1991,SNSD,South Korea,,168,48,Seoul,TTS,,F,,seojuhyun_s,
Seokcheol,Lee Seokchul,이석철,석철,1/11/2000,TheEastLight,South Korea,,0,170,,,,M,,d.dj_dinosaur.lee.s.c,
Seokyoung,Kim Seokyung,김서경,서경,4/16/1999,GWSN,South Korea,,0,0,,,,F,,,
Seol,Min Jihye,민지혜,설,1/1/1997,P.O.P,South Korea,,0,0,Gunsan,,,F,,,
Seola,Kim Hyunjung,김현정,설아,12/24/1994,Cosmic Girls,South Korea,,165,0,Seoul,WJMK,,F,,seola_s,
Seolhyun,Kim Seolhyun,김설현,설현,1/3/1995,AoA,South Korea,,167,47,Bucheon,,,F,,sh_9513,
Seonghwa,Park Seonghwa,박성화,성화,4/3/1998,ATEEZ,South Korea,,178,0,Jinju,,,M,,,
Seonglee,Kim Seonglee,김성리,성리,4/6/1994,,South Korea,,173,0,,,RAINZ,M,,seong_leeee,
Seongmin,Ahn Seongmin,안성민,성민,8/1/2003,CRAVITY,South Korea,,0,0,,,,M,,,
Seongwu,Ong Seunwu,옹성우,성우,8/25/1995,Wanna One,South Korea,,0,0,Incheon,,,M,,,
Seoryoung,Lee Seoryung,이서령,서령,1/26/2000,GWSN,South Korea,,0,0,,,,F,,,
Seoyeon,Lee Seoyeon,이서연,서연,1/22/2000,fromis_9,South Korea,,0,0,Seoul,,,F,,,
Seoyeon,Kim Minju,김민주,서연,11/26/1995,Favorite,South Korea,,0,0,Gwacheon,,,F,,,
Seoyoung,Lee Seoyoung,이서영,서영,6/27/1994,Hello Venus,South Korea,,164,50,,,,F,,hv_seo0,
Seoyul,Seo Yuri,서유리,서율,11/26/1997,Berry Good,South Korea,,163,0,,,,F,,,
Serim,Park Serim,박세림,세림,3/3/1999,CRAVITY,South Korea,,0,0,,,,M,,,
Serri,Park Miyeon,박미연,세리,9/16/1990,Dal Shabet,South Korea,,0,0,Seoul,,,F,,,
Seulgi,Kang Seulgi,강슬기,슬기,2/10/1994,Red Velvet,South Korea,,162,0,Seoul,,,F,,,
Seulgi,Jeong Seulgi,정슬기,슬기,5/12/1990,S#aFLA,South Korea,,0,0,,,,F,,,
Seungah,Oh Seungah,오승아,승아,9/13/1988,Rainbow,South Korea,,167,45,Seoul,"Rainbow Blaxx, Rainbow Pixie",,F,,,
Seungbo,Jung Seungbo,정승보,승보,11/1/1997,VARSITY,South Korea,,178,0,Ilsan,,,M,,,
Seungchan,Kang Seungchan,강승찬,승찬,1/1/2003,Newkidd,South Korea,,0,0,,,,M,,,
Seungeun,Shim Seungeun,심승은,승은,12/27/2000,BVNDIT,South Korea,,0,0,,,,F,,,
Seunghan,Lee Seunghan,이승한,승한,2/22/1996,DUSTIN,South Korea,,0,0,,,,M,,,
Seunghee,Oh Seunghee,오승희,승희,10/10/1995,CLC,South Korea,,163,0,Gwangju,,,F,,,
Seunghee,Hyun Seunghee,현승희,승희,1/25/1996,Oh My Girl,South Korea,,160,48,Chuncheon,,,F,,,
Seungho,Yang Seungho,양승호,승호,10/16/1987,MBLAQ,South Korea,,0,0,Seoul,,,M,,,
Seunghoon,Lee Seunghoon,이승훈,승훈,1/11/1992,WINNER,South Korea,,0,0,Busan,,,M,,,
Seunghun,Kim Seunghun,김승훈,승훈,2/26/1999,CIX,South Korea,,181,69,,,,M,,,
Seunghwan,Lee Seunghwan,이승환,승환,12/10/1994,Romeo,South Korea,,0,0,,,,M,,,
Seunghwan,Lee Seunghwan,이승환,승환,5/20/2000,1the9,South Korea,,178,64,,,,M,,,
Seunghyub,Lee Seunghyub,이승협,승협,10/31/1992,N.Flying,South Korea,,0,0,Daegu,,,M,Vocal,,
Seunghyun,Song Seungyun,송승현,승현,8/21/1992,FTISLAND,South Korea,,0,0,Seoul,,,M,Guitarist,,
Seunghyun,Lee Seunghyun,이승현,승현,12/31/2001,TheEastLight,South Korea,,0,0,,,,M,,,
Seungjun,Ji Seungjun,지승준,승준,9/15/1998,Astin,South Korea,,0,0,,,,M,,,
Seungkwan,Boo Seungkwan,부승관,승관,1/16/1998,Seventeen,South Korea,,172,58,Jeju,,,M,,,
Seungmin,Bae Seungmin,배승민,승민,10/13/1998,Golden Child,South Korea,,0,0,,,,M,,,
Seungmin,Kim Seungmin,김승민,승민,9/22/2000,Stray Kids,South Korea,,0,0,Seoul,,,M,,,
Seungmin,Lee Seungmin,이승민,승민,2/3/1996,Hashtag,South Korea,,162,0,,,,F,,,
Seungri,Lee Seunghyun,이승현,승리,12/12/1990,BIGBANG,South Korea,,176,60,Gwangju,,,M,,,
Seungsik,Kang Seungsik,강승식,승식,4/16/1995,VICTON,South Korea,,0,0,,,,M,,,
Seungwoo,Han Seungwoo,한승우,승우,12/24/1994,X1,South Korea,,0,0,,VICTON,,M,,,
Seungyeon,Jang Seunyeon,장승연,승연,11/6/1996,CLC,South Korea,,163,0,Seongnam,,,F,,,
Seungyeon,Han Seungyeon,한승연,승연,7/24/1988,KARA,South Korea,,0,0,Seoul,,,F,,,
Seungyoon,Kang Seungyoon,강승윤,승윤,1/21/1994,WINNER,South Korea,,0,0,Busan,,,M,,,
Seungyoon,Cho Seungyoon,조승연,승연,8/5/1996,X1,South Korea,,183,68,,UNIQ,,M,,,
Seyeon,Park Seyeon,박세연,세연,5/6/2001,Purplebeck,South Korea,,167,46,,,,F,,,
Seyong,Kim Seyong,김세용,세용,11/20/1991,MYNAME,South Korea,,0,0,Busan,,,M,,,
Seyoung,Lee Seyoung,이세영,세영,2/8/1990,CROSS GENE,South Korea,,180,60,Busan,,,M,,,
Shihyun,Kim Shihyun,김시현,시현,5/6/1998,We In The Zone,South Korea,,0,0,Changwon,,,M,,,
Shin,Shin Wonho,신원호,신,10/23/1991,CROSS GENE,South Korea,,185,66,Seoul,,,M,,,
Shindong,Shin Donghee,신동희,신동,9/28/1985,Super Junior,South Korea,,178,90,Mungyeong,,,M,,,
Shinwon,Go Shinwon,고신원,신원,12/11/1995,PENTAGON,South Korea,,0,0,,,,M,,,
Shinyoung,Park Shinyoung,박신영,신영,3/19/2000,G-reyish,South Korea,,0,0,,,,F,,,
Shownu,Son Hyunwoo,손현우,셔누,6/18/1992,MONSTA X,South Korea,,0,0,,,,M,,,
Shuhua,Yeh Shuhua,예슈화,슈화,1/6/2000,(G)I-DLE,Taiwan,,161,45,,,,F,,,
Sihyeon,Kim Sihyeon,김시현,시현,8/5/1999,Everglow,South Korea,,168,51,,,,F,,,
Sihyeon,Kang Sihyeon,강시현,시현,7/15/1998,ARIAZ,South Korea,,0,0,,,,F,,,
Sihyoung,Kim Sihyoung,김시형,시형,5/15/1992,HISTORY,South Korea,,182,63,Busan,,,M,,,
Sihyun,Park Sihyun,박시현,시현,11/29/1986,SPICA,South Korea,,0,0,,SPICA-S,,F,,,
Sika,Ren Shika,렌 시카,시카,8/22/1995,FANATICS,China,,165,0,,,,F,,,
Simyeong,Lee Simyeong,이시명,시명,5/27/1999,BVNDIT,South Korea,,0,0,,,,F,,,
SinB,Hwang Eunbi,황은비 ,신비,6/3/1998,Gfriend,South Korea,,165,0,Cheongju,,,F,,,
Siu,Hwang Inseok,황인석,시우,5/19/1995,DUSTIN,South Korea,,0,0,,,,M,,,
Siwan,Yim Siwan,임시완,시완,12/1/1988,ZE:A,South Korea,,0,0,Busan,,,M,,,
Siwon,Choi Siwon,최시원,시원,4/7/1986,Super Junior,South Korea,,185,65,Seoul,Super Junior-M,,M,,,
Siwoo,Yoo Siwoo,유시우,시우,5/11/2001,TRCNG,South Korea,,178,0,,,,M,,,
Siyeon,Lee Siyeon,이시연,시연,10/1/1995,Dreamcatcher,South Korea,,170,0,Daegu,,Minx,F,,,
